Ï»¿MANUFACTURER,DEVICE,SECTION,PARAMETER_NAME,PARAMETER_DESCRIPTION,CC_MSB,CC_LSB,CC_MIN_VALUE,CC_MAX_VALUE,NRPN_MSB,NRPN_LSB,NRPN_MIN_VALUE,NRPN_MAX_VALUE,ORIENTATION,NOTES,USAGE
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 3 END POSITION D,SYSEX PATCH ADDRESS: 253,,,,,3,46,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 3 DEPTH D,SYSEX PATCH ADDRESS: 254,,,,,3,47,0,127,CENTERED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 4 POSITION,SYSEX PATCH ADDRESS: 255,83,,0,127,,,,,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 4 DESTINATION A,SYSEX PATCH ADDRESS: 256,,,,,3,48,0,70,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 4 START POSITION A,SYSEX PATCH ADDRESS: 257,,,,,3,49,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 4 END POSITION A,SYSEX PATCH ADDRESS: 258,,,,,3,50,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 4 DEPTH A,SYSEX PATCH ADDRESS: 259,,,,,3,51,0,127,CENTERED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 4 DESTINATION B,SYSEX PATCH ADDRESS: 260,,,,,3,52,0,70,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 4 START POSITION B,SYSEX PATCH ADDRESS: 261,,,,,3,53,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 4 END POSITION B,SYSEX PATCH ADDRESS: 262,,,,,3,54,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 4 DEPTH B,SYSEX PATCH ADDRESS: 263,,,,,3,55,0,127,CENTERED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 4 DESTINATION C,SYSEX PATCH ADDRESS: 264,,,,,3,56,0,70,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 4 START POSITION C,SYSEX PATCH ADDRESS: 265,,,,,3,57,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 4 END POSITION C,SYSEX PATCH ADDRESS: 266,,,,,3,58,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 4 DEPTH C,SYSEX PATCH ADDRESS: 267,,,,,3,59,0,127,CENTERED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 4 DESTINATION D,SYSEX PATCH ADDRESS: 268,,,,,3,60,0,70,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 4 START POSITION D,SYSEX PATCH ADDRESS: 269,,,,,3,61,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 4 END POSITION D,SYSEX PATCH ADDRESS: 270,,,,,3,62,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 4 DEPTH D,SYSEX PATCH ADDRESS: 271,,,,,3,63,0,127,CENTERED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 5 POSITION,SYSEX PATCH ADDRESS: 272,84,,0,127,,,,,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 5 DESTINATION A,SYSEX PATCH ADDRESS: 273,,,,,3,64,0,70,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 5 START POSITION A,SYSEX PATCH ADDRESS: 274,,,,,3,65,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 5 END POSITION A,SYSEX PATCH ADDRESS: 275,,,,,3,66,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 5 DEPTH A,SYSEX PATCH ADDRESS: 276,,,,,3,67,0,127,CENTERED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 5 DESTINATION B,SYSEX PATCH ADDRESS: 277,,,,,3,68,0,70,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 5 START POSITION B,SYSEX PATCH ADDRESS: 278,,,,,3,69,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 5 END POSITION B,SYSEX PATCH ADDRESS: 279,,,,,3,70,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 5 DEPTH B,SYSEX PATCH ADDRESS: 280,,,,,3,71,0,127,CENTERED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 5 DESTINATION C,SYSEX PATCH ADDRESS: 281,,,,,3,72,0,70,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 5 START POSITION C,SYSEX PATCH ADDRESS: 282,,,,,3,73,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 5 END POSITION C,SYSEX PATCH ADDRESS: 283,,,,,3,74,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 5 DEPTH C,SYSEX PATCH ADDRESS: 284,,,,,3,75,0,127,CENTERED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 5 DESTINATION D,SYSEX PATCH ADDRESS: 285,,,,,3,76,0,70,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 5 START POSITION D,SYSEX PATCH ADDRESS: 286,,,,,3,77,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 5 END POSITION D,SYSEX PATCH ADDRESS: 287,,,,,3,78,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 5 DEPTH D,SYSEX PATCH ADDRESS: 288,,,,,3,79,0,127,CENTERED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 6 POSITION,SYSEX PATCH ADDRESS: 289,85,,0,127,,,,,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 6 DESTINATION A,SYSEX PATCH ADDRESS: 290,,,,,3,80,0,70,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 6 START POSITION A,SYSEX PATCH ADDRESS: 291,,,,,3,81,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 6 END POSITION A,SYSEX PATCH ADDRESS: 292,,,,,3,82,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 6 DEPTH A,SYSEX PATCH ADDRESS: 293,,,,,3,83,0,127,CENTERED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 6 DESTINATION B,SYSEX PATCH ADDRESS: 294,,,,,3,84,0,70,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 6 START POSITION B,SYSEX PATCH ADDRESS: 295,,,,,3,85,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 6 END POSITION B,SYSEX PATCH ADDRESS: 296,,,,,3,86,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 6 DEPTH B,SYSEX PATCH ADDRESS: 297,,,,,3,87,0,127,CENTERED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 6 DESTINATION C,SYSEX PATCH ADDRESS: 298,,,,,3,88,0,70,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 6 START POSITION C,SYSEX PATCH ADDRESS: 299,,,,,3,89,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 6 END POSITION C,SYSEX PATCH ADDRESS: 300,,,,,3,90,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 6 DEPTH C,SYSEX PATCH ADDRESS: 301,,,,,3,91,0,127,CENTERED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 6 DESTINATION D,SYSEX PATCH ADDRESS: 302,,,,,3,92,0,70,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 6 START POSITION D,SYSEX PATCH ADDRESS: 303,,,,,3,93,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 6 END POSITION D,SYSEX PATCH ADDRESS: 304,,,,,3,94,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 6 DEPTH D,SYSEX PATCH ADDRESS: 305,,,,,3,95,0,127,CENTERED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 7 POSITION,SYSEX PATCH ADDRESS: 306,86,,0,127,,,,,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 7 DESTINATION A,SYSEX PATCH ADDRESS: 307,,,,,3,96,0,70,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 7 START POSITION A,SYSEX PATCH ADDRESS: 308,,,,,3,97,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 7 END POSITION A,SYSEX PATCH ADDRESS: 309,,,,,3,98,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 7 DEPTH A,SYSEX PATCH ADDRESS: 310,,,,,3,99,0,127,CENTERED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 7 DESTINATION B,SYSEX PATCH ADDRESS: 311,,,,,3,100,0,70,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 7 START POSITION B,SYSEX PATCH ADDRESS: 312,,,,,3,101,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 7 END POSITION B,SYSEX PATCH ADDRESS: 313,,,,,3,102,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 7 DEPTH B,SYSEX PATCH ADDRESS: 314,,,,,3,103,0,127,CENTERED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 7 DESTINATION C,SYSEX PATCH ADDRESS: 315,,,,,3,104,0,70,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 7 START POSITION C,SYSEX PATCH ADDRESS: 316,,,,,3,105,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 7 END POSITION C,SYSEX PATCH ADDRESS: 317,,,,,3,106,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 7 DEPTH C,SYSEX PATCH ADDRESS: 318,,,,,3,107,0,127,CENTERED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 7 DESTINATION D,SYSEX PATCH ADDRESS: 319,,,,,3,108,0,70,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 7 START POSITION D,SYSEX PATCH ADDRESS: 320,,,,,3,109,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 7 END POSITION D,SYSEX PATCH ADDRESS: 321,,,,,3,110,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 7 DEPTH D,SYSEX PATCH ADDRESS: 322,,,,,3,111,0,127,CENTERED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 8 POSITION,SYSEX PATCH ADDRESS: 323,87,,0,127,,,,,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 8 DESTINATION A,SYSEX PATCH ADDRESS: 324,,,,,3,112,0,70,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 8 START POSITION A,SYSEX PATCH ADDRESS: 325,,,,,3,113,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 8 END POSITION A,SYSEX PATCH ADDRESS: 326,,,,,3,114,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 8 DEPTH A,SYSEX PATCH ADDRESS: 327,,,,,3,115,0,127,CENTERED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 8 DESTINATION B,SYSEX PATCH ADDRESS: 328,,,,,3,116,0,70,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 8 START POSITION B,SYSEX PATCH ADDRESS: 329,,,,,3,117,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 8 END POSITION B,SYSEX PATCH ADDRESS: 330,,,,,3,118,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 8 DEPTH B,SYSEX PATCH ADDRESS: 331,,,,,3,119,0,127,CENTERED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 8 DESTINATION C,SYSEX PATCH ADDRESS: 332,,,,,3,120,0,70,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 8 START POSITION C,SYSEX PATCH ADDRESS: 333,,,,,3,121,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 8 END POSITION C,SYSEX PATCH ADDRESS: 334,,,,,3,122,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 8 DEPTH C,SYSEX PATCH ADDRESS: 335,,,,,3,123,0,127,CENTERED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 8 DESTINATION D,SYSEX PATCH ADDRESS: 336,,,,,3,124,0,70,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 8 START POSITION D,SYSEX PATCH ADDRESS: 337,,,,,3,125,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 8 END POSITION D,SYSEX PATCH ADDRESS: 338,,,,,3,126,0,127,0-BASED,,
NOVATION,CIRCUIT,MACRO KNOB,MACRO KNOB 8 DEPTH D,SYSEX PATCH ADDRESS: 339,,,,,3,127,0,127,CENTERED,,
Ï»¿MANUFACTURER,DEVICE,SECTION,PARAMETER_NAME,PARAMETER_DESCRIPTION,CC_MSB,CC_LSB,CC_MIN_VALUE,CC_MAX_VALUE,NRPN_MSB,NRPN_LSB,NRPN_MIN_VALUE,NRPN_MAX_VALUE,ORIENTATION,NOTES,USAGE
ROLAND,D-05,ALL CCS,BANK SELECT A,,0,,0,127,,,,,0-BASED,,
ROLAND,D-05,ALL CCS,BANK SELECT B,,32,,0,127,,,,,0-BASED,,
ROLAND,D-05,ALL CCS,MODULATION,,1,,0,127,,,,,0-BASED,,
ROLAND,D-05,ALL CCS,PORTAMENTO TIME,,5,,0,127,,,,,0-BASED,,
ROLAND,D-05,ALL CCS,VOLUME,,7,,0,127,,,,,0-BASED,,
ROLAND,D-05,ALL CCS,DATA ENTRY,,6,38,0,127,,,,,0-BASED,,
ROLAND,D-05,ALL CCS,HOLD 1,,64,,0,127,,,,,0-BASED,,
ROLAND,D-05,ALL CCS,PORTAMENT SW,,,,0,127,,,,,0-BASED,,
ROLAND,D-05,ALL CCS,RPC,,100,101,0,127,,,,,0-BASED,,
MANUFACTURER,DEVICE,SECTION,PARAMETER_NAME,PARAMETER_DESCRIPTION,CC_MSB,CC_LSB,CC_MIN_VALUE,CC_MAX_VALUE,NRPN_MSB,NRPN_LSB,NRPN_MIN_VALUE,NRPN_MAX_VALUE,ORIENTATION,NOTES,USAGE
ROLAND,GAIA SH-01,GENERAL,BANK SELECT,,0,32,0,127,,,,,0-BASED,,
ROLAND,GAIA SH-01,GENERAL,MODULATION,,1,,0,127,,,,,0-BASED,,
ROLAND,GAIA SH-01,GENERAL,PORTAMENTO TIME,,5,,0,127,,,,,0-BASED,,
ROLAND,GAIA SH-01,GENERAL,VOLUME,,7,,0,127,,,,,0-BASED,,
ROLAND,GAIA SH-01,GENERAL,PANPOT,,10,,0,127,,,,,0-BASED,,
ROLAND,GAIA SH-01,GENERAL,EXPRESSION,,11,,0,127,,,,,0-BASED,,
ROLAND,GAIA SH-01,GENERAL,HOLD 1,,64,,0,127,,,,,0-BASED,,
MANUFACTURER,DEVICE,SECTION,PARAMETER_NAME,PARAMETER_DESCRIPTION,CC_MSB,CC_LSB,CC_MIN_VALUE,CC_MAX_VALUE,NRPN_MSB,NRPN_LSB,NRPN_MIN_VALUE,NRPN_MAX_VALUE,ORIENTATION,NOTES,USAGE
ROLAND,JD-XA,GENERAL,BANK SELECT,,0,32,0,127,,,,,0-BASED,,
ROLAND,JD-XA,GENERAL,MODULATION,,1,,0,127,,,,,0-BASED,,
ROLAND,JD-XA,GENERAL,PORTAMENTO TIME,,5,,0,127,,,,,0-BASED,,
ROLAND,JD-XA,GENERAL,PORTAMENTO,,65,,0,127,,,,,0-BASED,,
ROLAND,JD-XA,GENERAL,DATA ENTRY,,6,38,0,127,,,,,0-BASED,,
ROLAND,JD-XA,GENERAL,VOLUME,,7,,0,127,,,,,0-BASED,,
ROLAND,JD-XA,GENERAL,PANPOT,,10,,0,127,,,,,0-BASED,,
ROLAND,JD-XA,GENERAL,EXPRESSION,,11,,0,127,,,,,0-BASED,,
ROLAND,JD-XA,GENERAL,HOLD 1,,64,,0,127,,,,,0-BASED,,
ROLAND,JD-XA,ENVELOPE,ATTACK TIME,,73,,0,127,,,,,0-BASED,,
ROLAND,JD-XA,ENVELOPE,DECAY TIME,,75,,0,127,,,,,0-BASED,,
ROLAND,JD-XA,ENVELOPE,RELEASE TIME,,72,,0,127,,,,,0-BASED,,
ROLAND,JD-XA,FILTER,CUTOFF,,74,,0,127,,,,,0-BASED,,
ROLAND,JD-XA,FILTER,RESONANCE,,71,,0,127,,,,,0-BASED,,
ROLAND,JD-XA,VIBRATO,VIBRATO RATE,,76,,0,127,,,,,0-BASED,,
ROLAND,JD-XA,VIBRATO,VIBRATO DEPTH,,77,,0,127,,,,,0-BASED,,
ROLAND,JD-XA,VIBRATO,VIBRATO DELAY,,78,,0,127,,,,,0-BASED,,
ROLAND,JD-XA,EFFECTS,REVERB SEND LEVEL,,91,,0,127,,,,,0-BASED,,
MANUFACTURER,DEVICE,SECTION,PARAMETER_NAME,PARAMETER_DESCRIPTION,CC_MSB,CC_LSB,CC_MIN_VALUE,CC_MAX_VALUE,NRPN_MSB,NRPN_LSB,NRPN_MIN_VALUE,NRPN_MAX_VALUE,ORIENTATION,NOTES,USAGE
ROLAND,JD-XI,GENERAL,BANK SELECT,,0,32,0,127,,,,,0-BASED,,
ROLAND,JD-XI,GENERAL,MODULATION,,1,,0,127,,,,,0-BASED,,
ROLAND,JD-XI,GENERAL,PORTAMENTO TIME,,5,,0,127,,,,,0-BASED,,
ROLAND,JD-XI,GENERAL,PORTAMENTO,,65,,0,127,,,,,0-BASED,,
ROLAND,JD-XI,GENERAL,DATA ENTRY,,6,38,0,127,,,,,0-BASED,,
ROLAND,JD-XI,GENERAL,VOLUME,,7,,0,127,,,,,0-BASED,,
ROLAND,JD-XI,GENERAL,PANPOT,,10,,0,127,,,,,0-BASED,,
ROLAND,JD-XI,GENERAL,EXPRESSION,,11,,0,127,,,,,0-BASED,,
ROLAND,JD-XI,GENERAL,HOLD 1,,64,,0,127,,,,,0-BASED,,
ROLAND,JD-XI,ENVELOPE,ATTACK TIME,,73,,0,127,,,,,0-BASED,,
ROLAND,JD-XI,ENVELOPE,DECAY TIME,,75,,0,127,,,,,0-BASED,,
ROLAND,JD-XI,ENVELOPE,RELEASE TIME,,72,,0,127,,,,,0-BASED,,
ROLAND,JD-XI,FILTER,CUTOFF,,74,,0,127,,,,,0-BASED,,
ROLAND,JD-XI,FILTER,RESONANCE,,71,,0,127,,,,,0-BASED,,
ROLAND,JD-XI,VIBRATO,VIBRATO RATE,,76,,0,127,,,,,0-BASED,,
ROLAND,JD-XI,VIBRATO,VIBRATO DEPTH,,77,,0,127,,,,,0-BASED,,
ROLAND,JD-XI,VIBRATO,VIBRATO DELAY,,78,,0,127,,,,,0-BASED,,
ROLAND,JD-XI,EFFECTS,REVERB SEND LEVEL,,91,,0,127,,,,,0-BASED,,
ROLAND,JD-XI,EFFECTS,DELAY SEND LEVEL,,94,,0,127,,,,,0-BASED,,
Ï»¿MANUFACTURER,DEVICE,SECTION,PARAMETER_NAME,PARAMETER_DESCRIPTION,CC_MSB,CC_LSB,CC_MIN_VALUE,CC_MAX_VALUE,NRPN_MSB,NRPN_LSB,NRPN_MIN_VALUE,NRPN_MAX_VALUE,ORIENTATION,NOTES,USAGE
ROLAND,JP-08,GENERAL,MODULATION,,1,,0,127,,,,,0-BASED,,
ROLAND,JP-08,GENERAL,PORTAMENTO TIME,,5,,0,127,,,,,0-BASED,,
ROLAND,JP-08,GENERAL,EXPRESSION PEDAL,,11,,0,127,,,,,0-BASED,,
ROLAND,JP-08,GENERAL,HOLD,,64,,0,127,,,,,0-BASED,,
ROLAND,JP-08,GENERAL,PORTAMENTO TIME,,65,,0,127,,,,,0-BASED,,
ROLAND,JP-08,GENERAL,SOURCE MIX,,25,,0,127,,,,,0-BASED,,
ROLAND,JP-08,GENERAL,DUAL SWITCH,,80,,0,127,,,,,0-BASED,,
ROLAND,JP-08,GENERAL,CURRENT PART,,81,,0,127,,,,,0-BASED,,
ROLAND,JP-08,GENERAL,ASSIGN MODE,,86,,0,127,,,,,0-BASED,,
ROLAND,JP-08,GENERAL,BEND RANGE,,87,,0,127,,,,,0-BASED,,
ROLAND,JP-08,VCO,VCO MODULATION LFO MODULATION,,13,,0,127,,,,,0-BASED,,
ROLAND,JP-08,VCO,VCO MODULATION ENVELOPE MODULATION,,14,,0,127,,,,,0-BASED,,
ROLAND,JP-08,VCO,VCO MODULATION FREQUENCY MODULATION,,15,,0,127,,,,,0-BASED,,
ROLAND,JP-08,VCO,VCO MODULATION PWM,,16,,0,127,,,,,0-BASED,,
ROLAND,JP-08,VCO,VCO MODULATION PWM SEL,,17,,0,127,,,,,0-BASED,,
ROLAND,JP-08,VCO,VCO-1 CROSS MODULATION,,18,,0,127,,,,,0-BASED,,
ROLAND,JP-08,VCO,VCO-1 RANGE,,19,,0,127,,,,,0-BASED,,
ROLAND,JP-08,VCO,VCO-1 WAVE,,20,,0,127,,,,,0-BASED,,
ROLAND,JP-08,VCO,VCO-2 SYNC,,21,,0,127,,,,,0-BASED,,
ROLAND,JP-08,VCO,VCO-2 RANGE,,22,,0,127,,,,,0-BASED,,
ROLAND,JP-08,VCO,VCO-2 TUNE,,23,,0,127,,,,,0-BASED,,
ROLAND,JP-08,VCO,VCO-2 WAVE,,24,,0,127,,,,,0-BASED,,
ROLAND,JP-08,LFO,LFO RATE,,3,,0,127,,,,,0-BASED,,
ROLAND,JP-08,LFO,LFO DELAY TIME,,9,,0,127,,,,,0-BASED,,
ROLAND,JP-08,LFO,LFO WAVE,,12,,0,127,,,,,0-BASED,,
ROLAND,JP-08,VCA,VCA LEVEL,,35,,0,127,,,,,0-BASED,,
ROLAND,JP-08,VCA,VCA LFO MODULATION,,46,,0,127,,,,,0-BASED,,
ROLAND,JP-08,VCF,HPF CUTOFF,,26,,0,127,,,,,0-BASED,,
ROLAND,JP-08,VCF,VCF SLOPE,,27,,0,127,,,,,0-BASED,,
ROLAND,JP-08,VCF,VCF ENVELOPE MODULATION,,28,,0,127,,,,,0-BASED,,
ROLAND,JP-08,VCF,VCF ENVELOPE MODULATION SEL,,29,,0,127,,,,,0-BASED,,
ROLAND,JP-08,VCF,VCO LFO MODULATION,,30,,0,127,,,,,0-BASED,,
ROLAND,JP-08,VCF,VCF KEY FOLLOW,,31,,0,127,,,,,0-BASED,,
ROLAND,JP-08,VCF,VCF RESONANCE,,71,,0,127,,,,,0-BASED,,
ROLAND,JP-08,VCF,VCF CUTOFF,,74,,0,127,,,,,0-BASED,,
ROLAND,JP-08,ENVELOPES,ENV-1 ATTACK,,47,,0,127,,,,,0-BASED,,
ROLAND,JP-08,ENVELOPES,ENV-1 DECAY,,52,,0,127,,,,,0-BASED,,
ROLAND,JP-08,ENVELOPES,ENV-1 SUSTAIN,,53,,0,127,,,,,0-BASED,,
ROLAND,JP-08,ENVELOPES,ENV-1 RELEASE,,5,,0,127,,,,,0-BASED,,
ROLAND,JP-08,ENVELOPES,ENV-1 POLARITY,,55,,0,127,,,,,0-BASED,,
ROLAND,JP-08,ENVELOPES,ENV-2 ATTACK,,73,,0,127,,,,,0-BASED,,
ROLAND,JP-08,ENVELOPES,ENV-2 DECAY,,75,,0,127,,,,,0-BASED,,
ROLAND,JP-08,ENVELOPES,ENV-2 SUSTAIN,,56,,0,127,,,,,0-BASED,,
ROLAND,JP-08,ENVELOPES,ENV-2 RELEASE,,72,,0,127,,,,,0-BASED,,
ROLAND,JP-08,ENVELOPES,ENV-2 KEY FOLLOW,,57,,0,127,,,,,0-BASED,,
ROLAND,JP-08,DELAY,DELAY TIME,,82,,0,127,,,,,0-BASED,,
ROLAND,JP-08,DELAY,DELAY FEEDBACK,,83,,0,127,,,,,0-BASED,,
ROLAND,JP-08,DELAY,DELAY LEVEL,,91,,0,127,,,,,0-BASED,,
MANUFACTURER,DEVICE,SECTION,PARAMETER_NAME,PARAMETER_DESCRIPTION,CC_MSB,CC_LSB,CC_MIN_VALUE,CC_MAX_VALUE,NRPN_MSB,NRPN_LSB,NRPN_MIN_VALUE,NRPN_MAX_VALUE,ORIENTATION,NOTES,USAGE
ROLAND,JU-06,GENERAL,MODULATION,,1,,0,127,,,,,0-BASED,,
ROLAND,JU-06,LFO,LFO RATE,,3,,0,127,,,,,0-BASED,,
ROLAND,JU-06,GENERAL,PORTAMENTO TIME,,5,,0,127,,,,,0-BASED,,
ROLAND,JU-06,LFO,LFO DELAY TIME,,9,,0,127,,,,,0-BASED,,
ROLAND,JU-06,GENERAL,EXPRESSION PEDAL,,11,,0,127,,,,,0-BASED,,
ROLAND,JU-06,DIGITALLY CONTROLLED OSCILLATOR,DCO RANGE,,12,,0,127,,,,,0-BASED,,
ROLAND,JU-06,DIGITALLY CONTROLLED OSCILLATOR,DCO LFO DEPTH,,13,,0,127,,,,,0-BASED,,
ROLAND,JU-06,DIGITALLY CONTROLLED OSCILLATOR,DCO PWM LEVEL,,14,,0,127,,,,,0-BASED,,
ROLAND,JU-06,DIGITALLY CONTROLLED OSCILLATOR,DCO PWM SOURCE,,15,,0,127,,,,,0-BASED,,
ROLAND,JU-06,DIGITALLY CONTROLLED OSCILLATOR,DCO PWM SW,,16,,0,127,,,,,0-BASED,,
ROLAND,JU-06,DIGITALLY CONTROLLED OSCILLATOR,DCO SAW SW,,17,,0,127,,,,,0-BASED,,
ROLAND,JU-06,DIGITALLY CONTROLLED OSCILLATOR,DCO SUB LEVEL,,18,,0,127,,,,,0-BASED,,
ROLAND,JU-06,DIGITALLY CONTROLLED OSCILLATOR,DCO NOISE LEVEL,,19,,0,127,,,,,0-BASED,,
ROLAND,JU-06,ENVELOPE,ENVELOPE ATTACK,,73,,0,127,,,,,0-BASED,,
ROLAND,JU-06,ENVELOPE,ENVELOPE DECAY,,75,,0,127,,,,,0-BASED,,
ROLAND,JU-06,ENVELOPE,ENVELOPE RELEASE,,72,,0,127,,,,,0-BASED,,
ROLAND,JU-06,ENVELOPE,ENVELOPE SUSTAIN,,27,,0,127,,,,,0-BASED,,
ROLAND,JU-06,FILTER,HPF CUTOFF,,20,,0,127,,,,,0-BASED,,
ROLAND,JU-06,FILTER,VCF ENVELOPE POLARITY,,21,,0,127,,,,,0-BASED,,
ROLAND,JU-06,FILTER,VCF ENVELOPE DEPTH,,22,,0,127,,,,,0-BASED,,
ROLAND,JU-06,FILTER,VCF LFO DEPTH,,23,,0,127,,,,,0-BASED,,
